Data,Technology,Individual,Chr,MeanCov,RawRealigned,WhDownsample,Merged,RndDownsample,Epsilon,Alpha,SwErrRatePerc,MecScore,TimeSecs,MaxMemMB
sim,pacbio,child,chr21,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,2.33,35875,0.3,2.1015625
ashk,pacbio,child,chr1,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.84,673486,847.24,85.86328125
sim,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.36,571938,119.41,30.0234375
ashk,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.54,69510,26.61,17.43359375
ashk,pacbio,child,chr1,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.24,343290,74.03999999999999,8.87109375
ashk,pacbio,child,chr21,40,realigned,15,no_merged,no_downs,0.05,0.001,0.55,49470,12.17,7.4921875
sim,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.45,516717,1051.26,129.93359375
ashk,pacbio,child,chr1,20,realigned,20,no_merged,no_downs,0.05,0.01,0.24,367710,121.37,18.390625
sim,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.53,69058,27.17,27.265625
ashk,pacbio,child,chr21,all,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.55,97470,11.58,25.37890625
ashk,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.24,345900,134.91,20.37890625
sim,pacbio,child,chr1,all,realigned,20,no_merged,no_downs,0.05,0.0001,0.04,436830,1726.23,158.046875
sim,pacbio,child,chr21,all,realigned,20,no_merged,no_downs,0.05,0.001,0.02,82260,129.24,51.3984375
ashk,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.98,66222,24.93,12.55859375
ashk,pacbio,child,chr1,20,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.90,647870,198.92000000000002,76.58984375
sim,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m20,0.05,0.1,1.74,398303,10.06,5.81640625
ashk,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.83,138120,1.22,2.29296875
sim,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.70,70850,36.79,12.56640625
sim,pacbio,child,chr1,25,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.50,680445,204.65,39.3984375
sim,pacbio,child,chr21,5,raw,20,no_merged,no_downs,0.05,0.0001,1.98,31502,1.73,3.4921875
sim,pacbio,child,chr1,5,raw,25,no_merged,no_downs,0.05,0.01,3.59,140007,1.46,4.2109375
sim,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.04,56790,33.84,18.83984375
sim,pacbio,child,chr1,15,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.48,396226,273.45,35.1015625
sim,pacbio,child,chr21,all,raw,15,no_merged,no_downs,0.05,0.1,0.37,99282,2.35,3.859375
sim,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.05,484980,22.9,6.203125
ashk,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.76,102734,692.46,209.43359375
sim,pacbio,child,chr21,15,raw,20,no_merged,no_downs,0.05,0.1,0.32,133988,25.98,25.859375
ashk,pacbio,child,chr21,10,realigned,25,no_merged,no_downs,0.05,0.001,0.67,46230,30.72,61.43359375
sim,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.55,95457,3.17,3.93359375
ashk,pacbio,child,chr21,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.63,77670,1.32,2.5859375
ashk,pacbio,child,chr21,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.71,20580,0.25,2.0390625
ashk,pacbio,child,chr1,50,raw,15,no_merged,no_downs,0.05,0.0001,0.48,319881,132.53,23.640625
sim,pacbio,child,chr1,30,raw,20,no_merged,no_downs,0.05,0.001,0.30,478582,574.75,61.375
ashk,pacbio,child,chr1,25,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.22,409650,315.92,32.1875
sim,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.24,74414,12.76,7.14453125
sim,pacbio,child,chr1,15,raw,15,no_merged,no_downs,0.05,0.001,0.48,336510,39.54,7.0546875
sim,pacbio,child,chr21,5,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.13,29040,1.05,2.71875
ashk,pacbio,child,chr1,15,raw,15,no_merged,no_downs,0.05,0.01,0.95,394559,14.45,4.328125
ashk,pacbio,child,chr1,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,1.18,505183,66.96,11.26171875
ashk,pacbio,child,chr1,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.26,310320,4.26,3.48046875
sim,pacbio,child,chr21,50,raw,15,no_merged,no_downs,0.05,0.1,0.67,98819,2.52,4.37890625
ashk,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.62,73410,1.23,2.31640625
ashk,pacbio,child,chr21,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.55,67740,0.89,2.5625
sim,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.04,367770,1162.52,101.1796875
ashk,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.65,44220,2.69,3.4140625
sim,pacbio,child,chr21,25,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.02,62670,42.09,17.08984375
sim,pacbio,child,chr21,10,realigned,25,no_merged,no_downs,0.05,0.0001,0.04,57150,140.19,202.6953125
ashk,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.31,564013,23.41,6.11328125
ashk,pacbio,child,chr1,25,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.76,389199,70.09,9.15234375
ashk,pacbio,child,chr1,20,raw,15,no_merged,no_downs,0.05,0.001,0.63,357267,46.1,7.78125
ashk,pacbio,child,chr1,10,raw,15,no_merged,no_downs,0.05,0.1,2.22,388998,4.96,2.79296875
sim,pacbio,child,chr1,50,realigned,20,no_merged,no_downs,0.05,0.1,0.21,563400,14.59,6.63671875
ashk,pacbio,child,chr1,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.25,253260,76.52,14.828125
ashk,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.65,43680,15.37,9.33984375
sim,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.43,60450,12.3,7.48828125
ashk,pacbio,child,chr1,5,raw,15,no_merged,no_downs,0.05,0.0001,4.46,123378,3.11,2.87109375
sim,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.00,60300,35.18,13.81640625
ashk,pacbio,child,chr1,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.22,360150,436.65,56.95703125
ashk,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.67,36870,1.46,2.625
sim,pacbio,child,chr21,all,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.24,112905,46.59,45.3515625
ashk,pacbio,child,chr1,25,raw,N,no_merged,downs_s1_m15,0.05,0.1,1.05,521207,16.45,5.88671875
ashk,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.91,82653,244.54,120.8671875
sim,pacbio,child,chr1,60,realigned,20,no_merged,no_downs,0.05,0.01,0.21,482490,196.46,36.2109375
sim,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.60,610627,69.92,37.0234375
ashk,pacbio,child,chr1,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.26,243510,10.48,3.52734375
ashk,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.67,46080,58.01,31.94140625
ashk,pacbio,child,chr21,30,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.56,80130,342.34000000000003,104.3671875
sim,pacbio,child,chr21,40,raw,15,no_merged,no_downs,0.05,0.01,0.53,78415,3.58,4.515625
ashk,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,1.27,85381,10.17,6.05859375
sim,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.28,105276,34.47,23.7734375
sim,pacbio,child,chr21,10,raw,25,no_merged,no_downs,0.05,0.0001,0.47,66463,122.72,122.33984375
ashk,pacbio,child,chr21,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,5.28,44228,0.3,2.03515625
ashk,pacbio,child,chr1,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,1.67,249340,30.69,11.79296875
sim,pacbio,child,chr21,30,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.05,63840,5.89,4.890625
ashk,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.52,81240,2.72,3.23828125
ashk,pacbio,child,chr21,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.59,96870,4.11,5.5625
ashk,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m15,0.05,0.001,1.04,78306,15.14,8.38671875
sim,pacbio,child,chr1,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.05,307530,17.36,4.44140625
sim,pacbio,child,chr21,25,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.40,131692,39.04,48.38671875
sim,pacbio,child,chr1,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.05,270900,20.39,6.44140625
sim,pacbio,child,chr1,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.23,449070,228.23,39.71875
sim,pacbio,child,chr1,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.05,286890,98.72,11.50390625
ashk,pacbio,child,chr21,5,raw,20,no_merged,no_downs,0.05,0.0001,3.68,29099,0.98,2.97265625
sim,pacbio,child,chr1,15,raw,25,no_merged,no_downs,0.05,0.01,0.57,475348,187.1,65.90234375
sim,pacbio,child,chr1,20,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.05,329040,78.92,10.98046875
ashk,pacbio,child,chr21,15,realigned,25,no_merged,no_downs,0.05,0.001,0.53,70200,321.42,219.45703125
sim,pacbio,child,chr1,30,raw,15,no_merged,no_downs,0.05,0.001,0.32,357794,48.45,7.96875
ashk,pacbio,child,chr21,25,raw,20,no_merged,no_downs,0.05,0.1,0.72,130002,28.19,21.3984375
ashk,pacbio,child,chr1,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.98,296880,4.71,3.46875
sim,pacbio,child,chr21,30,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.04,71280,1.51,2.6328125
sim,pacbio,child,chr1,all,raw,15,no_merged,no_downs,0.05,0.1,0.46,488785,9.39,3.48046875
sim,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.25,70987,11.41,6.359375
sim,pacbio,child,chr1,25,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.05,484980,22.69,6.3984375
sim,pacbio,child,chr1,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.04,368700,420.43,44.07421875
sim,pacbio,child,chr1,30,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.34,495560,786.67,70.2421875
ashk,pacbio,child,chr1,30,realigned,15,no_merged,no_downs,0.05,0.01,0.25,282480,19.62,4.703125
sim,pacbio,child,chr1,50,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.58,718587,273.19,63.11328125
sim,pacbio,child,chr21,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.79,77997,25.84,12.15625
ashk,pacbio,child,chr21,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,1.20,93116,11.61,6.49609375
ashk,pacbio,child,chr21,10,realigned,20,no_merged,no_downs,0.05,0.001,0.67,46020,18.19,14.484375
ashk,pacbio,child,chr21,25,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.51,59790,47.42,18.71484375
ashk,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.55,93360,8.3,16.05078125
ashk,pacbio,child,chr1,20,raw,25,no_merged,no_downs,0.05,0.1,0.78,724622,1314.65,387.58984375
ashk,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.84,88349,91.66,51.890625
sim,pacbio,child,chr21,10,realigned,15,no_merged,no_downs,0.05,0.001,0.04,51720,7.37,5.56640625
sim,pacbio,child,chr1,15,raw,25,no_merged,no_downs,0.05,0.1,0.75,575991,254.62,129.25
ashk,pacbio,child,chr21,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.67,119883,3.42,3.875
sim,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.00,67860,1.32,2.796875
ashk,pacbio,child,chr1,50,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.82,398217,214.05,20.14453125
ashk,pacbio,child,chr21,all,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.56,86130,1229.54,352.63671875
sim,pacbio,child,chr21,5,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.17,29280,0.46,2.203125
sim,pacbio,child,chr21,all,raw,20,no_merged,no_downs,0.05,0.001,0.17,92807,116.56,48.71875
sim,pacbio,child,chr21,50,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.43,65910,22.18,12.7109375
sim,pacbio,child,chr1,15,raw,20,no_merged,no_downs,0.05,0.0001,0.45,380781,613.98,67.671875
sim,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.71,152640,1.14,2.2265625
sim,pacbio,child,chr21,all,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.27,88470,4.68,4.1640625
ashk,pacbio,child,chr21,40,realigned,15,no_merged,no_downs,0.05,0.01,0.55,49680,4.01,3.95703125
sim,pacbio,child,chr21,20,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.02,84600,59.02,23.5078125
ashk,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.54,61140,58.22,21.02734375
sim,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.55,95457,3.17,3.9296875
sim,pacbio,child,chr21,15,realigned,15,no_merged,no_downs,0.05,0.1,0.00,80250,1.0,2.34375
sim,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.39,373649,110.03,11.59375
ashk,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.54,70740,1.93,2.87109375
sim,pacbio,child,chr21,25,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.05,63840,5.89,4.890625
ashk,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.56,85800,3.25,3.74609375
ashk,pacbio,child,chr21,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,5.28,44228,0.31,2.03515625
sim,pacbio,child,chr1,60,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.45,523215,1120.98,109.90234375
sim,pacbio,child,chr1,60,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.58,718587,273.13,63.12109375
ashk,pacbio,child,chr1,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.78,632469,2319.16,190.54296875
sim,pacbio,child,chr21,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.36,79544,8.67,6.203125
ashk,pacbio,child,chr1,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.24,474150,3395.64,205.11328125
ashk,pacbio,child,chr21,all,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.57,65670,64.0,22.1953125
sim,pacbio,child,chr1,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.29,463798,1047.88,82.0078125
ashk,pacbio,child,chr21,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.93,26670,0.18,1.9921875
ashk,pacbio,child,chr1,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,1.68,252158,10.96,4.515625
sim,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.04,52830,3.11,3.6015625
sim,pacbio,child,chr21,all,realigned,15,no_merged,no_downs,0.05,0.1,0.02,75270,1.05,2.50390625
sim,pacbio,child,chr1,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.24,342750,166.69,13.49609375
sim,pacbio,child,chr1,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.06,254490,28.45,5.39453125
sim,pacbio,child,chr21,all,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.05,63840,5.88,4.890625
sim,pacbio,child,chr1,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.06,379050,7.53,4.52734375
sim,pacbio,child,chr1,20,realigned,20,no_merged,no_downs,0.05,0.01,0.05,419880,123.42,18.3515625
sim,pacbio,child,chr1,30,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.36,557929,227.15,32.64453125
ashk,pacbio,child,chr21,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,1.08,84942,32.33,24.3203125
ashk,pacbio,child,chr21,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,1.06,122792,434.14,123.546875
ashk,pacbio,child,chr1,30,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.25,351660,8.75,3.54296875
ashk,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.82,705965,23.24,5.76953125
ashk,pacbio,child,chr21,30,raw,15,no_merged,no_downs,0.05,0.0001,0.66,61089,23.25,11.61328125
sim,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.78,375770,10.49,3.8671875
ashk,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.10,488385,175.52,19.23046875
ashk,pacbio,child,chr21,10,raw,25,no_merged,no_downs,0.05,0.001,1.56,67517,26.04,25.1015625
ashk,pacbio,child,chr1,20,realigned,15,no_merged,no_downs,0.05,0.001,0.24,278640,55.01,8.55078125
sim,pacbio,child,chr21,20,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.57,102631,2.9,4.125
sim,pacbio,child,chr21,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.13,23970,0.47,2.20703125
sim,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.44,78960,39.34,18.73828125
sim,pacbio,child,chr21,all,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.05,62850,17.85,9.45703125
sim,pacbio,child,chr21,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.01,54990,3.27,3.609375
sim,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.45,90630,359.89,106.4921875
sim,pacbio,child,chr21,5,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.13,29040,1.65,3.48828125
sim,pacbio,child,chr1,all,realigned,15,no_merged,no_downs,0.05,0.1,0.04,372150,5.43,3.1171875
sim,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.04,41730,14.41,17.515625
ashk,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.67,36270,4.15,4.203125
ashk,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,1.27,932713,459.74,88.53125
sim,pacbio,child,chr21,50,realigned,15,no_merged,no_downs,0.05,0.01,0.42,70320,4.09,4.73046875
sim,pacbio,child,chr1,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.22,339750,20.53,4.42578125
ashk,pacbio,child,chr1,40,raw,15,no_merged,no_downs,0.05,0.1,0.58,455044,8.93,4.28515625
sim,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.13,88100,192.34,85.47265625
ashk,pacbio,child,chr21,60,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.56,75990,2.11,2.859375
ashk,pacbio,child,chr21,15,raw,25,no_merged,no_downs,0.05,0.001,0.84,97826,258.04,192.2421875
ashk,pacbio,child,chr1,all,raw,N,no_merged,downs_s1_m15,0.05,0.1,1.17,554205,21.75,9.19140625
ashk,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.58,80820,199.87,51.890625
sim,pacbio,child,chr21,10,raw,15,no_merged,no_downs,0.05,0.0001,0.50,58619,13.88,8.765625
ashk,pacbio,child,chr21,60,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.56,86130,1230.43,352.45703125
ashk,pacbio,child,chr1,5,raw,N,no_merged,downs_s1_m15,0.05,0.01,4.56,138607,1.71,2.328125
ashk,pacbio,child,chr21,all,raw,20,no_merged,no_downs,0.05,0.001,0.62,83354,126.64,54.46875
ashk,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m15,0.05,0.01,1.11,91173,5.58,5.421875
ashk,pacbio,child,chr21,40,realigned,15,no_merged,no_downs,0.05,0.1,0.55,56010,1.06,2.515625
ashk,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.10,488385,175.57999999999998,19.23046875
sim,pacbio,child,chr1,all,raw,20,no_merged,no_downs,0.05,0.001,0.30,478582,577.71,61.37890625
ashk,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.36,224010,1.78,2.39453125
ashk,pacbio,child,chr21,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.46,110068,4.58,4.1640625
ashk,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.74,497209,9.24,3.8046875
sim,pacbio,child,chr1,5,raw,N,no_merged,downs_s1_m20,0.05,0.001,3.48,126286,2.5,3.7109375
sim,pacbio,child,chr21,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.29,69993,8.06,5.421875
ashk,pacbio,child,chr21,20,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.53,78210,57.16,30.3984375
sim,pacbio,child,chr1,50,raw,15,no_merged,no_downs,0.05,0.001,0.34,358511,53.62,12.62109375
ashk,pacbio,child,chr21,25,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.79,96401,501.85,180.18359375
ashk,pacbio,child,chr1,15,realigned,20,no_merged,no_downs,0.05,0.0001,0.25,308040,635.95,86.8984375
sim,pacbio,child,chr1,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.06,420120,9.88,4.125
ashk,pacbio,child,chr1,10,realigned,20,no_merged,no_downs,0.05,0.001,0.31,215790,48.81,13.66796875
ashk,pacbio,child,chr21,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,1.72,117207,13.24,16.53125
ashk,pacbio,child,chr1,20,realigned,15,no_merged,no_downs,0.05,0.1,0.24,318540,5.16,3.11328125
ashk,pacbio,child,chr21,25,realigned,15,no_merged,no_downs,0.05,0.001,0.54,52410,11.63,7.7109375
sim,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.06,354750,4.76,3.05859375
sim,pacbio,child,chr21,5,raw,15,no_merged,no_downs,0.05,0.1,3.38,50997,0.44,2.2890625
ashk,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.55,76080,171.75,51.62109375
ashk,pacbio,child,chr21,25,realigned,20,no_merged,no_downs,0.05,0.1,0.54,82950,3.28,3.8984375
ashk,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,1.01,480519,62.32,9.46484375
sim,pacbio,child,chr21,30,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.05,62850,17.93,9.4609375
sim,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.20,67926,30.56,12.8203125
ashk,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.95,405486,43.1,7.99609375
sim,pacbio,child,chr21,5,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.30,35670,0.23,2.0234375
ashk,pacbio,child,chr1,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.24,456630,2937.67,154.46484375
sim,pacbio,child,chr1,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.04,373350,106.12,13.953125
ashk,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.24,507030,45.68,70.37890625
ashk,pacbio,child,chr21,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.33,90780,2.71,3.5625
sim,pacbio,child,chr21,10,raw,20,no_merged,no_downs,0.05,0.0001,0.47,64967,57.56,45.171875
sim,pacbio,child,chr21,all,raw,20,no_merged,no_downs,0.05,0.01,0.17,111349,38.71,25.75
ashk,pacbio,child,chr1,50,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.59,562326,1302.68,186.06640625
ashk,pacbio,child,chr1,30,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.66,597218,317.07,89.5234375
ashk,pacbio,child,chr21,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,1.26,149639,56.13,27.99609375
sim,pacbio,child,chr21,50,raw,15,no_merged,no_downs,0.05,0.0001,0.44,61551,25.72,15.72265625
ashk,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.71,408977,82.94,10.4921875
ashk,pacbio,child,chr1,60,raw,20,no_merged,no_downs,0.05,0.1,0.46,641548,114.69,43.45703125
ashk,pacbio,child,chr1,20,raw,15,no_merged,no_downs,0.05,0.01,0.71,404851,17.08,4.44140625
sim,pacbio,child,chr1,5,raw,20,no_merged,no_downs,0.05,0.1,4.66,190853,1.58,6.05859375
sim,pacbio,child,chr1,60,raw,20,no_merged,no_downs,0.05,0.1,0.41,696970,145.85,47.73828125
sim,pacbio,child,chr1,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.60,666526,216.73,51.10546875
sim,pacbio,child,chr1,25,raw,15,no_merged,no_downs,0.05,0.001,0.32,357794,48.47,7.96875
