                                                                         #dataset/params     mec  hapchat
                                 ashk.pacbio.child.chr21.cov30.raw.hN.downs_s1_m15.05_01   73142    91173
                                  ashk.pacbio.child.chr21.cov30.raw.hN.downs_s1_m15.05_1   73601   107513
                              ashk.pacbio.child.chr21.cov30.raw.hN.downs_s1_m20.05_00001   95475    96295
                               ashk.pacbio.child.chr21.cov30.raw.hN.downs_s1_m20.05_0001   95541    98463
                                ashk.pacbio.child.chr21.cov30.raw.hN.downs_s1_m20.05_001   95908   105789
                                 ashk.pacbio.child.chr21.cov30.raw.hN.downs_s1_m20.05_01   95910   117847
                                  ashk.pacbio.child.chr21.cov30.raw.hN.downs_s1_m20.05_1   95980   141674
         ashk.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   81791    82017
          ashk.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   81852    83280
           ashk.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   82139    91741
            ashk.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   84334   110006
             ashk.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   89794   136538
         ashk.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  104499   105627
          ashk.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  104427   107988
           ashk.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  105018   117274
            ashk.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  107709   139206
             ashk.pacbio.child.chr21.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  107259   161205
                                    ashk.pacbio.child.chr21.cov30.realigned.h15.05_00001   50760    50760
                                     ashk.pacbio.child.chr21.cov30.realigned.h15.05_0001   50760    50760
                                      ashk.pacbio.child.chr21.cov30.realigned.h15.05_001   50760    50760
                                       ashk.pacbio.child.chr21.cov30.realigned.h15.05_01   50760    51300
                                        ashk.pacbio.child.chr21.cov30.realigned.h15.05_1   50790    58140
                                    ashk.pacbio.child.chr21.cov30.realigned.h20.05_00001   69270    69270
                                     ashk.pacbio.child.chr21.cov30.realigned.h20.05_0001   69270    69270
                                      ashk.pacbio.child.chr21.cov30.realigned.h20.05_001   69270    69810
                                       ashk.pacbio.child.chr21.cov30.realigned.h20.05_01   69270    70860
                                        ashk.pacbio.child.chr21.cov30.realigned.h20.05_1   69270    78360
                        ashk.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m15.05_00001   60630    60630
                         ashk.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m15.05_0001   60630    60630
                          ashk.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m15.05_001   60630    60840
                           ashk.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m15.05_01   60630    62010
                            ashk.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m15.05_1   60630    68340
                        ashk.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m20.05_00001   80070    80070
                         ashk.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m20.05_0001   80070    80070
                          ashk.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m20.05_001   80070    80130
                           ashk.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m20.05_01   80070    81780
                            ashk.pacbio.child.chr21.cov30.realigned.hN.downs_s1_m20.05_1   80130    89280
   ashk.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   57690    57690
    ashk.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   57690    57690
     ashk.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   57690    57690
      ashk.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   57690    57750
       ashk.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   57720    68760
   ashk.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   72240    72240
    ashk.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   72240    72240
     ashk.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   72240    73290
      ashk.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   72240    75420
       ashk.pacbio.child.chr21.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   72240    84270
                                          ashk.pacbio.child.chr21.cov40.raw.h15.05_00001   57213    57301
                                           ashk.pacbio.child.chr21.cov40.raw.h15.05_0001   57234    58082
                                            ashk.pacbio.child.chr21.cov40.raw.h15.05_001   57291    61730
                                             ashk.pacbio.child.chr21.cov40.raw.h15.05_01   57654    74391
                                              ashk.pacbio.child.chr21.cov40.raw.h15.05_1   57451    88347
                                          ashk.pacbio.child.chr21.cov40.raw.h20.05_00001   79399    80090
                                           ashk.pacbio.child.chr21.cov40.raw.h20.05_0001   79471    81360
                                            ashk.pacbio.child.chr21.cov40.raw.h20.05_001   79548    85307
                                             ashk.pacbio.child.chr21.cov40.raw.h20.05_01   79421    96651
                                              ashk.pacbio.child.chr21.cov40.raw.h20.05_1   79429   119044
                              ashk.pacbio.child.chr21.cov40.raw.hN.downs_s1_m15.05_00001   73470    73581
                               ashk.pacbio.child.chr21.cov40.raw.hN.downs_s1_m15.05_0001   73487    74796
                                ashk.pacbio.child.chr21.cov40.raw.hN.downs_s1_m15.05_001   73854    80364
                                 ashk.pacbio.child.chr21.cov40.raw.hN.downs_s1_m15.05_01   74681    93248
                                  ashk.pacbio.child.chr21.cov40.raw.hN.downs_s1_m15.05_1   74264   106710
                              ashk.pacbio.child.chr21.cov40.raw.hN.downs_s1_m20.05_00001   98052    99467
                               ashk.pacbio.child.chr21.cov40.raw.hN.downs_s1_m20.05_0001   98068   101577
                                ashk.pacbio.child.chr21.cov40.raw.hN.downs_s1_m20.05_001   98346   107770
                                 ashk.pacbio.child.chr21.cov40.raw.hN.downs_s1_m20.05_01   98356   121890
                                  ashk.pacbio.child.chr21.cov40.raw.hN.downs_s1_m20.05_1   98684   144699
         ashk.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   87282    87512
          ashk.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   87351    88628
           ashk.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   87477    93116
            ashk.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   89148   110068
             ashk.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   95046   133804
         ashk.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  112691   113635
          ashk.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  112696   116371
           ashk.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  113176   128023
            ashk.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  114689   149639
             ashk.pacbio.child.chr21.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  118082   179986
                                    ashk.pacbio.child.chr21.cov40.realigned.h15.05_00001   49470    49470
                                     ashk.pacbio.child.chr21.cov40.realigned.h15.05_0001   49470    49470
                                      ashk.pacbio.child.chr21.cov40.realigned.h15.05_001   49470    49470
                                       ashk.pacbio.child.chr21.cov40.realigned.h15.05_01   49470    49680
                                        ashk.pacbio.child.chr21.cov40.realigned.h15.05_1   49470    56010
                                    ashk.pacbio.child.chr21.cov40.realigned.h20.05_00001   68040    68040
                                     ashk.pacbio.child.chr21.cov40.realigned.h20.05_0001   68040    68040
                                      ashk.pacbio.child.chr21.cov40.realigned.h20.05_001   68040    68040
                                       ashk.pacbio.child.chr21.cov40.realigned.h20.05_01   68040    68220
                                        ashk.pacbio.child.chr21.cov40.realigned.h20.05_1   68040    76500
                        ashk.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m15.05_00001   61140    61140
                         ashk.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m15.05_0001   61140    61140
                          ashk.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m15.05_001   61140    61170
                           ashk.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m15.05_01   61140    61950
                            ashk.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m15.05_1   61140    70740
                        ashk.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m20.05_00001   81720    81720
                         ashk.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m20.05_0001   81720    81720
                          ashk.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m20.05_001   81720    81720
                           ashk.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m20.05_01   81720    83310
                            ashk.pacbio.child.chr21.cov40.realigned.hN.downs_s1_m20.05_1   81720    93360
   ashk.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   59460    59460
    ashk.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   59460    59460
     ashk.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   59460    59490
      ashk.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   59460    59610
       ashk.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   59490    72240
   ashk.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   76080    76080
    ashk.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   76080    76080
     ashk.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   76080    76080
      ashk.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   76080    76530
       ashk.pacbio.child.chr21.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   76140    85800
                                          ashk.pacbio.child.chr21.cov50.raw.h15.05_00001   56610    56610
                                           ashk.pacbio.child.chr21.cov50.raw.h15.05_0001   56615    57217
                                            ashk.pacbio.child.chr21.cov50.raw.h15.05_001   56707    60124
                                             ashk.pacbio.child.chr21.cov50.raw.h15.05_01   56702    70875
                                              ashk.pacbio.child.chr21.cov50.raw.h15.05_1   56925    84796
                                          ashk.pacbio.child.chr21.cov50.raw.h20.05_00001   77260    77600
                                           ashk.pacbio.child.chr21.cov50.raw.h20.05_0001   77267    78722
                                            ashk.pacbio.child.chr21.cov50.raw.h20.05_001   77349    82128
                                             ashk.pacbio.child.chr21.cov50.raw.h20.05_01   77287    94499
                                              ashk.pacbio.child.chr21.cov50.raw.h20.05_1   77567   116861
                              ashk.pacbio.child.chr21.cov50.raw.hN.downs_s1_m15.05_00001   73269    73401
                               ashk.pacbio.child.chr21.cov50.raw.hN.downs_s1_m15.05_0001   73318    74653
                                ashk.pacbio.child.chr21.cov50.raw.hN.downs_s1_m15.05_001   73382    78967
                                 ashk.pacbio.child.chr21.cov50.raw.hN.downs_s1_m15.05_01   74511    92343
                                  ashk.pacbio.child.chr21.cov50.raw.hN.downs_s1_m15.05_1   73988   107386
                              ashk.pacbio.child.chr21.cov50.raw.hN.downs_s1_m20.05_00001   99355   100602
                               ashk.pacbio.child.chr21.cov50.raw.hN.downs_s1_m20.05_0001   99355   102734
                                ashk.pacbio.child.chr21.cov50.raw.hN.downs_s1_m20.05_001   99970   108816
                                 ashk.pacbio.child.chr21.cov50.raw.hN.downs_s1_m20.05_01   99802   123468
                                  ashk.pacbio.child.chr21.cov50.raw.hN.downs_s1_m20.05_1  100321   147712
         ashk.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   87951    88402
          ashk.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   88129    90120
           ashk.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   88759    98686
            ashk.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   93032   120062
             ashk.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   92298   133731
         ashk.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  115547   117026
          ashk.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  115592   119666
           ashk.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  116417   129502
            ashk.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  116959   148036
             ashk.pacbio.child.chr21.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  118368   176778
                                    ashk.pacbio.child.chr21.cov50.realigned.h15.05_00001   50370    50370
